lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
evading,"avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues)",9,-4.27466926086191,-4.205385968102939,0.0
politeness,a courteous manner that respects accepted social usage,6,-4.875715730432307,-4.530841084292392,0.0
fillmore,elected vice president and became the 13th President of the United States when Zachary Taylor died in office (1800-1874),11,-4.297727129899167,-3.839209295775333,0.0
judiciary,persons who administer justice,3,-4.544416262603645,-4.302445293381769,0.0
raspy,unpleasantly harsh or grating in sound,4,-4.859630069755337,-5.035657544514736,0.25
clavicle,bone linking the scapula and sternum,4,-4.973634535738463,-4.64951564746678,0.25
whizzing,make a soft swishing sound,4,-4.18906482365284,-3.96999708715113,0.0
heartland,the central region of a country or continent; especially a region that is important to a country or to a culture,9,-4.392891376889037,-4.542213109298255,0.0
caspian,a large saltwater lake between Iran and Russia fed by the Volga River; the largest inland body of water in the world,13,-4.568212990328617,-4.362927701683896,0.07692307692307687
schumann,"German pianist and composer of piano music; renowned for her interpretation of music, especially the music of her husband Robert Schumann (1819-1896)",13,-4.637632557556271,-4.282525099107173,0.0
cirque,a steep-walled semicircular basin in a mountain; may contain a lake,6,-4.852473825005094,-4.750352131340447,0.33333333333333337
woodpecker,bird with strong claws and a stiff tail adapted for climbing and a hard chisel-like bill for boring into wood for insects,13,-4.509636007135578,-4.564426918600634,0.07692307692307687
clung,come or be in close contact with; stick or hold together and resist separation,8,-3.8762588389654304,-3.776882821589072,0.0
lute,a substance for packing a joint or coating a porous surface to make it impervious to gas or liquid,10,-4.565490534673686,-4.572260379528036,0.09999999999999998
martyrdom,death that is imposed because of the person's adherence of a religious faith or cause,7,-4.301054579190441,-4.144971624722487,0.1428571428571429
waco,a city in east central Texas,4,-4.280267079883465,-4.405080988458193,0.0
cubby,a small secluded room,3,-3.6051654743180284,-3.6051654743180284,0.33333333333333337
impractical,not practical; not workable or not given to practical matters,5,-4.094139698000172,-4.217956212525966,0.19999999999999996
duce,leader,1,-4.216130650989132,-4.216130650989132,0.0
macabre,shockingly repellent; inspiring horror,4,-5.659963462009777,-5.756924420591572,0.0
inflammatory,characterized or caused by inflammation,3,-5.580678932510724,-5.993230809189605,0.0
loveless,without love,1,-2.9346267103784167,-2.9346267103784167,0.0
blackburn,black-and-white North American wood warbler having an orange-and-black head and throat,8,-3.9567575812035174,-4.118793369266477,0.375
plucking,pull or pull out sharply,3,-4.2567347379468465,-3.8285386451370984,0.0
grifter,a person who swindles you by means of deception or fraud,5,-4.561886738015253,-4.869972056566393,0.0
glaze,coat with a glaze,2,-5.29656380272415,-5.29656380272415,0.0
convergence,the occurrence of two or more things coming together,4,-3.6447313028570516,-3.086956087007235,0.0
miao,a people living traditionally in mountain villages in southern China and adjacent areas of Vietnam and Laos and Thailand; many have emigrated to the United States,16,-4.401254176339335,-4.26599732429756,0.125
sponsorship,the act of sponsoring (either officially or financially),4,-4.866143528843287,-4.9644553783929,0.0
arrivederci,a farewell remark,2,-5.061385813988553,-5.061385813988553,0.0
cadmus,(Greek mythology) the brother of Europa and traditional founder of Thebes in Boeotia,8,-5.039314078352713,-5.169871286218738,0.25
evaluated,"evaluate or estimate the nature, quality, ability, extent, or significance of",7,-5.007405029649262,-5.197191010393069,0.0
flaky,made of or resembling flakes,3,-4.829656118142226,-5.555159576584815,0.0
crowding,a situation in which people or things are crowded together,5,-3.4566465474556254,-3.3975846665164644,0.0
channeling,transmit or serve as the medium for transmission,4,-4.822743012557736,-4.716700782332744,0.0
tripoli,a weathered and decomposed siliceous limestone; in powdered form it is used in polishing,8,-4.786349827428112,-4.638895047169409,0.25
poach,hunt illegally,2,-4.961084579386118,-4.961084579386118,0.0
extremity,an external body part that projects from the body,5,-4.088333821142177,-3.567574904535582,0.0
tooting,make a loud noise,3,-3.8244935276285514,-4.328229823482035,0.0
untrained,not disciplined or conditioned or made adept by training,4,-4.101439719093065,-4.290925847369387,0.0
tapeworm,ribbonlike flatworms that are parasitic in the intestines of humans and other vertebrates,6,-5.1755509745680826,-5.5376602784141165,0.5
tenacity,persistent determination,2,-5.485974662883242,-5.485974662883242,0.0
employing,put into service; make work or employ for a particular purpose or for its inherent or natural purpose,10,-4.187259916308097,-4.327172175913719,0.0
leach,the process of leaching,2,-5.301741843025505,-5.301741843025505,0.0
tardy,after the expected or usual time; delayed,4,-3.986596605673669,-4.2218273796052355,0.0
meridian,the highest level or degree attainable; the highest stage of development,7,-4.151025882594922,-4.189185197158617,0.1428571428571429
shunned,avoid and stay away from deliberately; stay clear of,6,-3.8258798246760173,-3.4449899314171732,0.0
metabolic,of or relating to metabolism,2,-5.629747304830083,-5.629747304830083,0.0
recruiter,someone who supplies members or employees,4,-4.1188599613688766,-4.303405123670323,0.0
footballer,an athlete who plays American football,4,-4.243997562512968,-4.197973170046181,0.0
xxx,the cardinal number that is the product of ten and three,3,-4.4059393118791235,-4.6188280037998375,0.0
emancipation,freeing someone from the control of another; especially a parent's relinquishing authority and control over a minor child,10,-4.116619191972592,-3.7970388345263064,0.0
dike,(slang) offensive term for a lesbian who is noticeably masculine,6,-5.196382070788307,-5.121223464699281,0.16666666666666663
megaphone,a cone-shaped acoustic device held to the mouth to intensify and direct the human voice,9,-4.251652826993665,-3.9447336565715596,0.2222222222222222
bragged,show off,1,-3.2953783672907355,-3.2953783672907355,0.0
rerun,"broadcast again, as of a film",2,-4.507889600780341,-4.507889600780341,0.0
bootleg,whiskey illegally distilled from a corn mash,5,-5.198570323508042,-5.167375850191677,0.19999999999999996
opt,select as an alternative over another,2,-5.12864544468204,-5.12864544468204,0.0
epidural,regional anesthesia resulting from injection of an anesthetic into the epidural space of the spinal cord; sensation is lost in the abdominal and genital and pelvic areas; used in childbirth and gynecological surgery,19,-5.0932170765149705,-5.31505501976312,0.052631578947368474
hangout,a frequently visited place,3,-4.26552483224778,-4.114721832208055,0.0
amphetamine,a central nervous system stimulant that increases energy and decreases appetite; used to treat narcolepsy and some forms of depression,13,-4.509348881076081,-4.256446884649701,0.15384615384615385
effectiveness,power to be effective; the quality of being able to bring about an effect,6,-4.115055734794596,-4.04271615924549,0.0
thwarted,"hinder or prevent (the efforts, plans, or desires) of",5,-4.704410172604518,-4.49145428329793,0.0
mightiest,having or showing great strength or force or intensity; ; ; - Bulwer-Lytton,6,-4.044463127827116,-3.9104229585900385,0.16666666666666663
turquoise,a blue to grey green mineral consisting of copper aluminum phosphate,8,-5.000073248531996,-4.993205308207131,0.125
chlamydia,a sexually transmitted infection caused by bacteria of the genus Chlamydia,7,-5.18302098493504,-5.250030669098205,0.1428571428571429
damnedest,expletives used informally as intensifiers,4,-3.4518834388451305,-3.4518834388451305,0.75
vagrant,a wanderer who has no established residence or visible means of support,6,-4.704443446163409,-5.054383827008868,0.0
titled,belonging to the peerage,2,-5.178119413141492,-5.178119413141492,0.5
gradual,proceeding in small stages,3,-4.267621385326238,-4.264039693880717,0.0
energize,cause to be alert and energetic,3,-4.797284566818813,-4.5794196706324595,0.0
aboriginal,a dark-skinned member of a race of people living in Australia when Europeans arrived,8,-4.186261868126187,-4.1880814237947845,0.125
grounder,(baseball) a hit that travels along the ground,4,-4.128334014511152,-4.134447988735693,0.0
obtaining,come into possession of,2,-3.6168456936454123,-3.6168456936454123,0.0
perchance,"through chance,",1,-3.5848291637804195,-3.5848291637804195,0.0
alberta,one of the three prairie provinces in western Canada; rich in oil and natural gas and minerals,9,-4.764939099428704,-4.782661325131151,0.0
gloating,malicious satisfaction,2,-5.471095616309116,-5.471095616309116,0.0
redecorate,redo the decoration of an apartment or house,4,-4.644175993326731,-4.749836255569166,0.0
discourse,extended verbal expression in speech or writing,5,-4.784143337279089,-4.868425977311074,0.0
plunging,thrust or throw into,2,-4.6085425087310945,-4.6085425087310945,0.0
perched,"sit, as on a branch",2,-4.160068220699486,-4.160068220699486,0.0
domesticated,adapt (a wild plant or unclaimed land) to the environment,6,-4.55444807592008,-4.354844157526036,0.16666666666666663
bandaged,covered or wrapped with a bandage,3,-4.638285104355167,-4.721586078814366,0.0
wagging,move from side to side,3,-3.5193032521458245,-3.6190287086001027,0.0
ramses,any of 12 kings of ancient Egypt between 1315 and 1090 BC,4,-4.742474177753976,-4.730989232802919,0.0
gilded,having the deep slightly brownish color of gold,5,-4.318691836298323,-4.1813921671142005,0.19999999999999996
respirator,a breathing device for administering long-term artificial respiration,6,-5.134884415399603,-5.1987982995461754,0.16666666666666663
aloof,remote in manner,2,-4.719406596426277,-4.719406596426277,0.0
sporty,exhibiting or calling for sportsmanship or fair play,5,-3.927230855106087,-3.7416682467766393,0.19999999999999996
boleyn,the second wife of Henry VIII and mother of Elizabeth I; was executed on a charge of adultery (1507-1536),8,-4.19670114092479,-4.037056650957342,0.0
salutation,an act of honor or courteous recognition,4,-4.772405428412242,-4.609443303720747,0.0
organising,bring order and organization to,3,-3.937281284470735,-3.6195130798565596,0.0
spirituality,property or income owned by a church,4,-4.222307161970807,-4.240078200633228,0.0
serviced,be used by; as of a utility,2,-4.492785922709472,-4.492785922709472,0.0
practitioner,someone who practices a learned profession,4,-4.145614995496635,-4.135639996451065,0.0
engulfed,devote (oneself) fully to,2,-5.145789779126852,-5.145789779126852,0.0
tunic,an enveloping or covering membrane or layer of body tissue,6,-4.702031109621633,-4.863934088945521,0.16666666666666663
oedipus,(Greek mythology) a tragic king of Thebes who unknowingly killed his father Laius and married his mother Jocasta; the subject of the drama `Oedipus Rex' by Sophocles,17,-4.570121306987572,-4.7185316117531855,0.23529411764705888
supersonic,(of speed) greater than the speed of sound in a given medium (especially air),8,-3.821071476149995,-3.9908472154981505,0.0
reappear,appear again,1,-4.5500221981953715,-4.5500221981953715,0.0
constituency,the body of voters who elect a representative for their area,5,-4.716572252994297,-5.044310020347881,0.0
estimation,a document appraising the value of something (as for insurance or taxation),6,-4.10132996139089,-4.476088368856722,0.33333333333333337
unites,act in concert or unite in a common purpose or belief,6,-4.512037602114073,-4.395182025138385,0.0
payable,subject to or requiring payment especially as specified,5,-4.84015355133562,-4.748604844723679,0.0
100th,the ordinal number of one hundred in counting order,5,-3.957249220848779,-3.8105425966979354,0.19999999999999996
identifies,recognize as being; establish the identity of someone or something,5,-4.040135367554813,-4.3893745405708735,0.0
ancestry,the descendants of one individual,2,-5.077775921535993,-5.077775921535993,0.0
bobbing,move up and down repeatedly,2,-4.363597696066275,-4.363597696066275,0.0
bloodhound,a breed of large powerful hound of European origin having very acute smell and used in tracking,10,-4.66167124491699,-4.854571311005341,0.0
